label,source,text,normalized_text,cleaned_text,tokens,stemmed_tokens
1,translated,سفير كندة فالسعودية افير خدمة ,سفير كنده فالسعوديه افير خدمه ,سفير كنده فالسعوديه افير خدمه,"['سفير', 'ك+نده', 'ف+ال+سعوديه', 'افير', 'خدم+ه']","['سفير', 'نده', 'سعوديه', 'افير', 'خدم']"
0,manual, لبنوك لكبيرة قاع فلماريكان طاحت فعام 2008, لبنوك لكبيره قاع فلماريكان طاحت فعام 2008,لبنوك لكبيره قاع فلماريكان طاحت فعام 2008,"['ل+بنوك', 'ل+كبير+ه', 'قاع', 'فلماريكان', 'طاح+ت', 'ف+عام', '2008']","['بنك', 'كبير', 'قاع', 'فلماريكان', 'طاح', 'عام', '2008']"
0,translated,النفط طاح مع راها تزيد الإمدادات والتوترات التجارية,النفط طاح مع راها تزيد الامدادات والتوترات التجاريه,النفط طاح راها تزيد الامدادات والتوترات التجاريه,"['ال+نفط', 'طاح', 'را+ها', 'تزيد', 'ال+امداد+ات', 'و+ال+توتر+ات', 'ال+تجاريه']","['نفط', 'طاح', 'مع', 'را', 'زاد', 'امداد', 'توتر', 'تجاريه']"
1,manual,لتحاد لوروبي رفضو تريكا من حلف الناتو,لتحاد لوروبي رفضو تريكا من حلف الناتو,لتحاد لوروبي رفضو تريكا حلف الناتو,"['ل+تحاد', 'ل+وروبي', 'رفضو', 'تريك+ا', 'حلف', 'ال+ناتو']","['تحاد', 'وروبي', 'رفضو', 'تريك', 'من', 'حلف', 'ناتو']"
0,paraphrased,حكمو بإعدام  واحد فليبيا علابال قتلو متظاهرين عام ,حكمو باعدام  واحد فليبيا علابال قتلو متظاهرين عام ,حكمو باعدام فليبيا علابال قتلو متظاهرين عام,"['حكمو', 'ب+اعدام', 'ف+ليبي+ا', 'علابال', 'قتلو', 'متظاهر+ين', 'عام']","['حكمو', 'اعدام', 'واحد', 'ليبيا', 'علابال', 'قتلو', 'متظاهر', 'عام']"
1,paraphrased,قرار رئيس المحكمة الكينية فالتصويت فاجئ الكينيين وماشي الزملاء تاعو,قرار رئيس المحكمه الكينيه فالتصويت فاجئ الكينيين وماشي الزملاء تاعو,قرار رئيس المحكمه الكينيه فالتصويت فاجئ الكينيين وماشي الزملاء تاعو,"['قرار', 'رئيس', 'ال+محكمه', 'ال+كينيه', 'ف+ال+تصويت', 'فاجئ', 'ال+كيني+ين', 'و+ماشي', 'ال+زملاء', 'تاعو']","['قرار', 'رئيس', 'محكم', 'كينيه', 'تصويت', 'فاجئ', 'كيني', 'ماشي', 'زميل', 'تاعو']"
0,manual,خبراء الطب الشرعي البوسنيون يبحثون فوادٍ لضحايا حرب التسعينيات,خبراء الطب الشرعي البوسنيون يبحثون فواد لضحايا حرب التسعينيات,خبراء الطب الشرعي البوسنيون يبحثون فواد لضحايا حرب التسعينيات,"['خبراء', 'ال+طب', 'ال+شرعي', 'ال+بوسني+ون', 'يبحث+ون', 'ف+واد', 'ل+ضحايا', 'حرب', 'ال+تسعيني+ات']","['خبير', 'طب', 'شرعي', 'بوسني', 'بحث', 'واد', 'ضحية', 'حرب', 'تسعيني']"
0,paraphrased,برنت راه تجاوز  دولار,برنت راه تجاوز  دولار,برنت تجاوز دولار,"['برنت', 'تجاوز', 'دولار']","['برنت', 'را', 'تجاوز', 'دولار']"
1,translated,ما داروش حالة الليتيكات تاع للاستقلال على الصين الي راهم فحر م هونغ كونغ,ما داروش حاله الليتيكات تاع للاستقلال علي الصين الي راهم فحر م هونغ كونغ,داروش حاله الليتيكات للاستقلال علي الصين راهم فحر م هونغ كونغ,"['داروش', 'حال+ه', 'ال+ليتيك+ات', 'ل+ال+استقلال', 'علي', 'ال+صين', 'را+هم', 'ف+حر', 'م', 'هونغ', 'كونغ']","['ما', 'داروش', 'حال', 'ليتيك', 'تاع', 'استقلال', 'علي', 'صين', 'الي', 'را', 'حر', 'م', 'هونج', 'كونج']"
0,translated,ماتت نانسي هاتش دوبري جدة أفغانستان فكابول,ماتت نانسي هاتش دوبري جده افغانستان فكابول,ماتت نانسي هاتش دوبري جده افغانستان فكابول,"['مات+ت', 'نانسي', 'هاتش', 'دوبري', 'جد+ه', 'أفغانستان', 'ف+كابول']","['مات', 'نانسي', 'هاتش', 'دوبري', 'جد', 'أفغانستان', 'كابل']"
1,translated,فيتنام تحتج علا مناورات عسكرية صينية فبحر الصين الجنوبي,فيتنام تحتج علا مناورات عسكريه صينيه فبحر الصين الجنوبي,فيتنام تحتج علا مناورات عسكريه صينيه فبحر الصين الجنوبي,"['فيتنام', 'تحتج', 'علا', 'مناور+ات', 'عسكري+ه', 'صيني+ه', 'ف+بحر', 'ال+صين', 'ال+جنوبي']","['فيتنام', 'احتج', 'علا', 'مناورة', 'عسكري', 'صيني', 'بحر', 'صين', 'جنوبي']"
1,translated,القبض علا ملك الكوكايين الإيطالي الهارب فأوروغواي,القبض علا ملك الكوكايين الايطالي الهارب فاوروغواي,القبض علا ملك الكوكايين الايطالي الهارب فاوروغواي,"['ال+قبض', 'علا', 'ملك', 'ال+كوكايين', 'ال+إيطالي', 'ال+هارب', 'ف+اوروغواي']","['قبض', 'علا', 'ملك', 'كوكايين', 'إيطالي', 'هارب', 'اوروغواي']"
0,translated,تم إرسال مفتشين إضافيين ل محطات Floridas النووية قبل Irma NRC,تم ارسال مفتشين اضافيين ل محطات Floridas النوويه قبل Irma NRC,تم ارسال مفتشين اضافيين محطات Floridas النوويه قبل Irma NRC,"['تم', 'إرسال', 'مفتش+ين', 'إضافي+ين', 'محط+ات', 'Floridas', 'النووي+ه', 'قبل', 'Irma', 'NRC']","['تم', 'إرسال', 'مفتش', 'إضافي', 'ل', 'محطة', 'Floridas', 'نووي', 'قبل', 'Irma', 'NRC']"
1,translated,٣٠ الف فرصة عمل يجددها مشروع قناة السويس,٣٠ الف فرصه عمل يجددها مشروع قناه السويس,٣٠ الف فرصه عمل يجددها مشروع قناه السويس,"['30', 'ألف', 'فرص+ه', 'عمل', 'يجدد+ها', 'مشروع', 'قنا+ه', 'ال+سويس']","['30', 'ألف', 'فرصة', 'عمل', 'جدد', 'مشروع', 'قنا', 'سويس']"
0,manual,تقتل صحفهندي بالرصاص فدارو,تقتل صحفهندي بالرصاص فدارو,تقتل صحفهندي بالرصاص فدارو,"['تقتل', 'صحفهندي', 'ب+ال+رصاص', 'ف+دارو']","['قتل', 'صحفهندي', 'رصاص', 'دارو']"
1,youtube,الحمد لله الجزائر فالمونديال لي راح يدار فاول بلاد عربية,الحمد لله الجزائر فالمونديال لي راح يدار فاول بلاد عربيه,الحمد لله الجزائر فالمونديال راح يدار فاول بلاد عربيه,"['ال+حمد', 'ل+الله', 'ال+جزائر', 'ف+ال+مونديال', 'راح', 'يدار', 'ف+اول', 'بلاد', 'عربي+ه']","['حمد', 'الله', 'جزائر', 'مونديال', 'ل', 'راح', 'دارى', 'اول', 'بلد', 'عربي']"
1,manual,البلاد اللولة فالسياحة هيا مصر,البلاد اللوله فالسياحه هيا مصر,البلاد اللوله فالسياحه مصر,"['ال+بلاد', 'ال+لوله', 'ف+ال+سياحه', 'مصر']","['بلد', 'لوله', 'سياحه', 'هيا', 'مصر']"
1,manual,لاتفاقية تع هامبورغ تع التنوع لمناخي صرات فعام 1980,لاتفاقيه تع هامبورغ تع التنوع لمناخي صرات فعام 1980,لاتفاقيه هامبورغ التنوع لمناخي صرات فعام 1980,"['ل+اتفاقي+ه', 'هامبورغ', 'ال+تنوع', 'ل+مناخي', 'صر+ات', 'ف+عام', '1980']","['اتفاقي', 'تع', 'هامبورغ', 'تع', 'تنوع', 'مناخي', 'صر', 'عام', '1980']"
0,paraphrased,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الإلكترونية,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الالكترونيه,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الالكترونيه,"['نجل', 'ال+مشرع', 'ال+روسي', 'يقر', 'ب+ال+ذنب', 'ف+قضايا', 'ال+جرائم', 'ال+الكترونيه']","['نجل', 'مشرع', 'روسي', 'أقر', 'ذنب', 'قضية', 'جريمة', 'الكترونيه']"
0,translated,جيش سوريا يقاتل  باش يأمن ممر ل دير الزور,جيش سوريا يقاتل  باش يامن ممر ل دير الزور,جيش سوريا يقاتل يامن ممر دير الزور,"['جيش', 'سوريا', 'يقاتل', 'يامن', 'ممر', 'دير', 'ال+زور']","['جيش', 'سوريا', 'قاتل', 'باش', 'يامن', 'ممر', 'ل', 'دير', 'زور']"
1,manual,حتى مرة ما دارو جولات سياحية فالفضاء,حتي مره ما دارو جولات سياحيه فالفضاء,حتي مره دارو جولات سياحيه فالفضاء,"['حتي', 'مر+ه', 'دارو', 'جول+ات', 'سياحي+ه', 'ف+ال+فضاء']","['حتي', 'مر', 'ما', 'دارو', 'جولة', 'سياحي', 'فضاء']"
1,translated,حصريًا للماريكان حجب ما يصل ل  مليون دولار كمساعدات لمصر,حصريا للماريكان حجب ما يصل ل  مليون دولار كمساعدات لمصر,حصريا للماريكان حجب يصل مليون دولار كمساعدات لمصر,"['حصري+ا', 'ل+ال+ماريكان', 'حجب', 'يصل', 'مليون', 'دولار', 'ك+مساعد+ات', 'ل+مصر']","['حصري', 'ماريكان', 'حجب', 'ما', 'وصل', 'ل', 'مليون', 'دولار', 'مساعدة', 'مصر']"
1,paraphrased,كوريا الشمالية تحدر بزاف حزم الهدايا للماريكان,كوريا الشماليه تحدر بزاف حزم الهدايا للماريكان,كوريا الشماليه تحدر بزاف حزم الهدايا للماريكان,"['كوريا', 'ال+شماليه', 'تحدر', 'ب+زاف', 'حزم', 'ال+هدايا', 'ل+ال+ماريكان']","['كوريا', 'شماليه', 'تحدر', 'زاف', 'حزم', 'هدية', 'ماريكان']"
1,paraphrased,انخفاض لسعر الدولار قبل عبالاك اجتماع أوبك,انخفاض لسعر الدولار قبل عبالاك اجتماع اوبك,انخفاض لسعر الدولار قبل عبالاك اجتماع اوبك,"['انخفاض', 'ل+سعر', 'ال+دولار', 'قبل', 'عبالاك', 'اجتماع', 'أوبك']","['انخفاض', 'سعر', 'دولار', 'قبل', 'عبالاك', 'اجتماع', 'أوبك']"
0,manual, لبورة تع هونغ كونغ تخدمت فعام 1891, لبوره تع هونغ كونغ تخدمت فعام 1891,لبوره هونغ كونغ تخدمت فعام 1891,"['ل+بور+ه', 'هونغ', 'كونغ', 'تخدم+ت', 'ف+عام', '1891']","['بور', 'تع', 'هونج', 'كونج', 'خدم', 'عام', '1891']"
0,translated,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالأمريكي,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالامريكي,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالامريكي,"['سقوط', 'ضحايا', 'ف+انفجار', 'ب+مطار', 'قرب', 'كابول', 'بلارميالامريكي']","['سقوط', 'ضحية', 'انفجار', 'مطار', 'قرب', 'كابل', 'بلارميالامريكي']"
0,paraphrased,معركة لحديدة.. المبعوث الأممي يدير مباحثات فصنعاء مع استمرار القتال,معركه لحديده.. المبعوث الاممي يدير مباحثات فصنعاء مع استمرار القتال,معركه لحديده.. المبعوث الاممي يدير مباحثات فصنعاء استمرار القتال,"['معرك+ه', 'ل+حديد+ه', '.', '.', 'ال+مبعوث', 'ال+اممي', 'يدير', 'مباحث+ات', 'ف+صنعاء', 'استمرار', 'ال+قتال']","['معرك', 'حديد', '.', '.', 'مبعوث', 'اممي', 'أدار', 'مباحثة', 'صنعاء', 'مع', 'استمرار', 'قتال']"
1,paraphrased,ترامب قال لابل باش تقعد فالصين,ترامب قال لابل باش تقعد فالصين,ترامب لابل تقعد فالصين,"['ترامب', 'ل+ابل', 'تقعد', 'ف+ال+صين']","['ترامب', 'قال', 'ابل', 'باش', 'قعد', 'صين']"
1,manual,كتاشفو لهرمون تاع الكورتيكوتروبين  فعام 1954,كتاشفو لهرمون تاع الكورتيكوتروبين  فعام 1954,كتاشفو لهرمون الكورتيكوتروبين فعام 1954,"['كتاشفو', 'ل+هرمون', 'الكورتيكوتروبين', 'ف+عام', '1954']","['كتاشفو', 'هورمون', 'تاع', 'الكورتيكوتروبين', 'عام', '1954']"
1,translated,الأمراء البريطانيون يحيون ذكرى وفاة ديانا بزيارة الحديقة,الامراء البريطانيون يحيون ذكري وفاه ديانا بزياره الحديقه,الامراء البريطانيون يحيون ذكري وفاه ديانا بزياره الحديقه,"['ال+أمراء', 'ال+بريطاني+ون', 'يحي+ون', 'ذكرى', 'و+فاه', 'ديانا', 'ب+زيار+ه', 'ال+حديقه']","['أمير', 'بريطاني', 'أحيى', 'ذكر', 'وفى', 'ديانا', 'زيار', 'حديقه']"
1,youtube, مات الكوفيد خدم فيه ياسر وحتى المانيا لي مشا يداوي فيها ومانفعاتو, مات الكوفيد خدم فيه ياسر وحتي المانيا لي مشا يداوي فيها ومانفعاتو,مات الكوفيد خدم ياسر وحتي المانيا مشا يداوي ومانفعاتو,"['مات', 'ال+كوفيد', 'خدم', 'ياسر', 'و+حتي', 'الماني+ا', 'مش+ا', 'يداوي', 'ومانفعاتو']","['مات', 'كوفيد', 'خدم', 'في', 'ياسر', 'حتي', 'الماني', 'ل', 'مش', 'داوى', 'في', 'ومانفعاتو']"
1,translated,ما سلكوش الناس من إرما فأوتيلات كبار ورحبوا بهم فجورجيا,ما سلكوش الناس من ارما فاوتيلات كبار ورحبوا بهم فجورجيا,سلكوش الناس ارما فاوتيلات كبار ورحبوا فجورجيا,"['سلكوش', 'ال+ناس', 'ارم+ا', 'فاوتيلات', 'كبار', 'و+رحب+وا', 'ف+جورجيا']","['ما', 'سلكوش', 'ناس', 'من', 'ارم', 'فاوتيلات', 'كبير', 'رحب', 'ب', 'جورجيا']"
0,youtube,اتقي الله فنفسك,اتقي الله فنفسك,اتقي الله فنفسك,"['اتقي', 'الله', 'ف+نفس+ك']","['اتقي', 'الله', 'نفس']"
0,paraphrased,ماكرون يتوقع بلي دوك يكون ضحايا مور لي ضرب إعصار إيرما أرض فرانسا,ماكرون يتوقع بلي دوك يكون ضحايا مور لي ضرب اعصار ايرما ارض فرانسا,ماكرون يتوقع بلي يكون ضحايا مور ضرب اعصار ايرما ارض فرانسا,"['ماكر+ون', 'يتوقع', 'بلي', 'يكون', 'ضحايا', 'مور', 'ضرب', 'إعصار', 'ايرما', 'أرض', 'فرانس+ا']","['ماكر', 'توقع', 'بلي', 'دوك', 'كان', 'ضحية', 'مور', 'ل', 'ضرب', 'إعصار', 'ايرما', 'أرض', 'فرانس']"
0,paraphrased,لبنان حددت الهوية  تاع الجنود الي تقتلوا فأسر الدولة الإسلامية,لبنان حددت الهويه  تاع الجنود الي تقتلوا فاسر الدوله الاسلاميه,لبنان حددت الهويه الجنود تقتلوا فاسر الدوله الاسلاميه,"['لبنان', 'حدد+ت', 'ال+هويه', 'ال+جنود', 'تقتل+وا', 'ف+اسر', 'ال+دوله', 'الاسلاميه']","['لبنان', 'حدد', 'هوي', 'تاع', 'جندي', 'الي', 'قتل', 'اسر', 'دولة', 'الاسلاميه']"
1,translated,يقول حزب العمال البريطاني انو مايقدرش التصويت ل مشروع قانون الانسحاب الاتحاد الأوروبي ما لم يتم تعديله,يقول حزب العمال البريطاني انو مايقدرش التصويت ل مشروع قانون الانسحاب الاتحاد الاوروبي ما لم يتم تعديله,يقول حزب العمال البريطاني انو مايقدرش التصويت مشروع قانون الانسحاب الاتحاد الاوروبي يتم تعديله,"['يقول', 'حزب', 'ال+عمال', 'ال+بريطاني', 'انو', 'مايقدرش', 'ال+تصويت', 'مشروع', 'قانون', 'ال+انسحاب', 'ال+اتحاد', 'ال+أوروبي', 'يتم', 'تعديل+ه']","['قال', 'حزب', 'عامل', 'بريطاني', 'انو', 'مايقدرش', 'تصويت', 'ل', 'مشروع', 'قانون', 'انسحاب', 'اتحاد', 'أوربي', 'ما', 'لم', 'تم', 'تعديل']"
0,manual, لكواطنين احتجو علا قانون لمساءلة فبوليفيا, لكواطنين احتجو علا قانون لمساءله فبوليفيا,لكواطنين احتجو علا قانون لمساءله فبوليفيا,"['لكواطنين', 'احتجو', 'علا', 'قانون', 'ل+مساءل+ه', 'ف+بوليفيا']","['لكواطنين', 'احتجو', 'علا', 'قانون', 'مساءل', 'بوليفيا']"
0,translated,يقول ستولتنبرج بلي التهور نتاع كوريا الشمالية يدوموندي استجابة عالمية,يقول ستولتنبرج بلي التهور نتاع كوريا الشماليه يدوموندي استجابه عالميه,يقول ستولتنبرج بلي التهور نتاع كوريا الشماليه يدوموندي استجابه عالميه,"['يقول', 'ستولتنبرج', 'بلي', 'ال+تهور', 'نتاع', 'كوريا', 'ال+شماليه', 'يدوموندي', 'استجاب+ه', 'عالمي+ه']","['قال', 'ستولتنبرج', 'بلي', 'تهور', 'نتاع', 'كوريا', 'شماليه', 'يدوموندي', 'استجاب', 'عالمي']"
0,manual, بداو يخدمو بلاشعة السينية فسبعينات ديال لقرن العشرين, بداو يخدمو بلاشعه السينيه فسبعينات ديال لقرن العشرين,بداو يخدمو بلاشعه السينيه فسبعينات ديال لقرن العشرين,"['بداو', 'يخدمو', 'بلاشعه', 'ال+سينيه', 'ف+سبعين+ات', 'ديال', 'ل+قرن', 'ال+عشر+ين']","['بداو', 'يخدمو', 'بلاشعه', 'سينيه', 'سبعون', 'ديال', 'قرن', 'عشرون']"
0,paraphrased,القوات السورية قالت بلي راها سيطرت  على قاع الغوطة الشرقية ,القوات السوريه قالت بلي راها سيطرت  علي قاع الغوطه الشرقيه ,القوات السوريه قالت بلي راها سيطرت علي قاع الغوطه الشرقيه,"['ال+قو+ات', 'ال+سوريه', 'قال+ت', 'بلي', 'را+ها', 'سيطر+ت', 'علي', 'قاع', 'ال+غوطه', 'ال+شرقيه']","['قوة', 'سوريه', 'قال', 'بلي', 'را', 'سيطر', 'علي', 'قاع', 'غوطه', 'شرقيه']"
0,translated,يقول المتمردون السوريون بليحلفاء الولايات المتحدة يضغطون من أجل الانسحاب من جنوب شرق سوريا,يقول المتمردون السوريون بليحلفاء الولايات المتحده يضغطون من اجل الانسحاب من جنوب شرق سوريا,يقول المتمردون السوريون بليحلفاء الولايات المتحده يضغطون اجل الانسحاب جنوب شرق سوريا,"['يقول', 'ال+متمرد+ون', 'ال+سوري+ون', 'بليحلفاء', 'ال+ولاي+ات', 'المتحده', 'يضغط+ون', 'أجل', 'ال+انسحاب', 'جنوب', 'شرق', 'سوريا']","['قال', 'متمرد', 'سوري', 'بليحلفاء', 'ولاية', 'المتحده', 'ضغط', 'من', 'أجل', 'انسحاب', 'من', 'جنوب', 'شرق', 'سوريا']"
0,manual,إسرائيل طيحت طيارة مقاتلة سورية من نوع سوخوي فوق الجولان,اسرائيل طيحت طياره مقاتله سوريه من نوع سوخوي فوق الجولان,اسرائيل طيحت طياره مقاتله سوريه نوع سوخوي فوق الجولان,"['اسرائيل', 'طيح+ت', 'طيار+ه', 'مقاتل+ه', 'سوري+ه', 'نوع', 'سوخوي', 'فوق', 'ال+جولان']","['اسرائيل', 'طيح', 'طيار', 'مقتل', 'سوري', 'من', 'نوع', 'سوخوي', 'فوق', 'جولان']"
0,translated,بنسلرئاسة مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد,بنسلرئاسه مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد,بنسلرئاسه مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد,"['بنسلرئاسه', 'مجل', 'س', 'ل+شيوخ', 'ل+تصويت', 'مشروع', 'قانون', 'ل+ضرائب', '،', 'مكتب+ه', 'يؤكد']","['بنسلرئاسه', 'مجل', 'س', 'شيخ', 'تصويت', 'مشروع', 'قانون', 'ضرائب', '،', 'مكتب', 'أكد']"
0,manual, النرويج هي اللولة اللي عالجت لعمى الشبكي, النرويج هي اللوله اللي عالجت لعمي الشبكي,النرويج اللوله اللي عالجت لعمي الشبكي,"['ال+نرويج', 'ال+لوله', 'اللي', 'عالج+ت', 'ل+عمي', 'ال+شبكي']","['نرويج', 'هي', 'لوله', 'لي', 'عالج', 'عم', 'شبكي']"
1,paraphrased,كاين ياسر الخدامين اليابان هبطو سن التقاعد الاختياري ,كاين ياسر الخدامين اليابان هبطو سن التقاعد الاختياري ,ياسر الخدامين اليابان هبطو سن التقاعد الاختياري,"['ياسر', 'ال+خدام+ين', 'ال+يابان', 'هبطو', 'سن', 'ال+تقاعد', 'ال+اختياري']","['كاين', 'ياسر', 'خادم', 'يابان', 'هبطو', 'سن', 'تقاعد', 'اختياري']"
0,translated,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لإنفاق,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لانفاق,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لانفاق,"['فاكتبوكس', ':', 'ل+بنود', 'ل+كبار', 'فسونطر', 'ل+كونغرس', 'مشروع', 'قانون', 'ل+انفاق']","['فاكتبوكس', ':', 'بند', 'كبير', 'فسونطر', 'كونجرس', 'مشروع', 'قانون', 'انفاق']"
0,translated,اللواطا الكهربائية خلات زوبعة فمحطات مصر,اللواطا الكهربائيه خلات زوبعه فمحطات مصر,اللواطا الكهربائيه خلات زوبعه فمحطات مصر,"['ال+لواطا', 'ال+كهربائيه', 'خلا+ت', 'زوبع+ه', 'ف+محط+ات', 'مصر']","['لواطا', 'كهربائيه', 'خلا', 'زوبع', 'محطة', 'مصر']"
0,translated,المبعوث الأممي دار المباحثات فصنعاء مع استمرار الوضع الراهن,المبعوث الاممي دار المباحثات فصنعاء مع استمرار الوضع الراهن,المبعوث الاممي دار المباحثات فصنعاء استمرار الوضع الراهن,"['ال+مبعوث', 'ال+اممي', 'دار', 'ال+مباحث+ات', 'ف+صنعاء', 'استمرار', 'ال+وضع', 'ال+راهن']","['مبعوث', 'اممي', 'دار', 'مباحثة', 'صنعاء', 'مع', 'استمرار', 'وضع', 'راهن']"
0,manual, جبال لهقار جايين فتاماراست, جبال لهقار جايين فتاماراست,جبال لهقار جايين فتاماراست,"['جبال', 'ل+هقار', 'جايين', 'فتاماراست']","['جبل', 'هقار', 'جايين', 'فتاماراست']"
1,translated,الكرملين شاف بلي سوريا تهرب من الواقع والهجوم مكانش منو ,الكرملين شاف بلي سوريا تهرب من الواقع والهجوم مكانش منو ,الكرملين شاف بلي سوريا تهرب الواقع والهجوم منو,"['ال+كرملين', 'شاف', 'بلي', 'سوريا', 'تهرب', 'ال+واقع', 'و+ال+هجوم', 'منو']","['كرملين', 'شافي', 'بلي', 'سوريا', 'هرب', 'من', 'واقع', 'هجوم', 'مكانش', 'منو']"
0,translated,يأمل الرئيس الأوكراني فالحصول علا أسلحة دفاعية من الحلفاء الغربيين,يامل الرئيس الاوكراني فالحصول علا اسلحه دفاعيه من الحلفاء الغربيين,يامل الرئيس الاوكراني فالحصول علا اسلحه دفاعيه الحلفاء الغربيين,"['يأمل', 'ال+رئيس', 'ال+أوكراني', 'ف+ال+حصول', 'علا', 'اسلح+ه', 'دفاعي+ه', 'ال+حلفاء', 'ال+غربي+ين']","['يأمل', 'رئيس', 'أوكراني', 'حصول', 'علا', 'اسلح', 'دفاعي', 'من', 'حليف', 'غربي']"
0,translated,قتل إعصار إيرما خمسة كي كان  فجزيرة سانت مارتن,قتل اعصار ايرما خمسه كي كان  فجزيره سانت مارتن,قتل اعصار ايرما خمسه فجزيره سانت مارتن,"['قتل', 'إعصار', 'ايرما', 'خمس+ه', 'ف+جزير+ه', 'سانت', 'مارتن']","['قتل', 'إعصار', 'ايرما', 'خمس', 'كي', 'كان', 'جزير', 'سانت', 'مارتن']"
0,paraphrased,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسلة,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسله,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسله,"['لجمهوريون', 'يسعونلاستجواب', 'مسؤول', 'ي', 'مكتب', 'ل+تحقيق+ات', 'لفدرلي', 'ف+كل', 'ينتون', 'ل+تحقيق', ':', 'رسل+ه']","['لجمهوريون', 'يسعونلاستجواب', 'مسؤول', 'ي', 'مكتب', 'تحقيق', 'لفدرلي', 'كل', 'ينتون', 'تحقيق', ':', 'رسول']"
1,youtube,نجم السباحة تاعنا خدا رقم قياسي جديد فالبطولة الدولية.,نجم السباحه تاعنا خدا رقم قياسي جديد فالبطوله الدوليه.,نجم السباحه تاعنا خدا رقم قياسي جديد فالبطوله الدوليه.,"['نجم', 'ال+سباحه', 'تاع+نا', 'خد+ا', 'رقم', 'قياسي', 'جديد', 'ف+ال+بطوله', 'ال+دوليه', '.']","['نجم', 'سباحه', 'تاع', 'خد', 'رقم', 'قياسي', 'جديد', 'طول', 'دوليه', '.']"
1,paraphrased,الثوارة تاع سوريا قالوا بلي حلفاء الماريكان ما يضغطوش على جال ينساحبوا من جنوب شرق سوريا,الثواره تاع سوريا قالوا بلي حلفاء الماريكان ما يضغطوش علي جال ينساحبوا من جنوب شرق سوريا,الثواره سوريا قالوا بلي حلفاء الماريكان يضغطوش علي جال ينساحبوا جنوب شرق سوريا,"['ال+ثواره', 'سوريا', 'قال+وا', 'بلي', 'حلفاء', 'ال+ماريكان', 'يضغطوش', 'علي', 'جال', 'ينساحبوا', 'جنوب', 'شرق', 'سوريا']","['ثواره', 'تاع', 'سوريا', 'قال', 'بلي', 'حليف', 'ماريكان', 'ما', 'يضغطوش', 'علي', 'جال', 'ينساحبوا', 'من', 'جنوب', 'شرق', 'سوريا']"
0,paraphrased,الفلبين راهي تسعى  باش تنقص  بزاف فميزانية إعادة تأهيل جماعة المخدرات وهذا الشي تسبب فمخاوف للمشرعين,الفلبين راهي تسعي  باش تنقص  بزاف فميزانيه اعاده تاهيل جماعه المخدرات وهذا الشي تسبب فمخاوف للمشرعين,الفلبين راهي تسعي تنقص بزاف فميزانيه اعاده تاهيل جماعه المخدرات وهذا الشي تسبب فمخاوف للمشرعين,"['ال+فلبين', 'راهي', 'تسعى', 'تنقص', 'ب+زاف', 'ف+ميزاني+ه', 'اعاد+ه', 'تأهيل', 'جماع+ه', 'ال+مخدر+ات', 'و+هذا', 'ال+شي', 'تسبب', 'ف+مخاوف', 'ل+ال+مشرع+ين']","['فيليبين', 'راهي', 'تسعى', 'باش', 'نقص', 'زاف', 'ميزان', 'اعاد', 'تأهيل', 'جماع', 'مخدر', 'هذا', 'شي', 'تسبب', 'مخافة', 'مشرع']"
0,manual,راهم اتفقوا باش يخرج جيش الإسلام من الغوطة فسوريا,راهم اتفقوا باش يخرج جيش الاسلام من الغوطه فسوريا,راهم اتفقوا يخرج جيش الاسلام الغوطه فسوريا,"['را+هم', 'اتفق+وا', 'يخرج', 'جيش', 'ال+إسلام', 'ال+غوطه', 'ف+سوريا']","['را', 'اتفق', 'باش', 'خرج', 'جيش', 'إسلام', 'من', 'غوطه', 'سوريا']"
1,translated, لوكان قال ترامب بلي انتهاك إيران للاتفاق اماراحشووي لا يعني انسحاب الولايات المتحدة هايلي, لوكان قال ترامب بلي انتهاك ايران للاتفاق اماراحشووي لا يعني انسحاب الولايات المتحده هايلي,لوكان ترامب بلي انتهاك ايران للاتفاق اماراحشووي انسحاب الولايات المتحده هايلي,"['لوك+ان', 'ترامب', 'بلي', 'انتهاك', 'إيران', 'ل+ال+اتفاق', 'اماراحشووي', 'انسحاب', 'ال+ولاي+ات', 'المتحده', 'هايلي']","['لوك', 'قال', 'ترامب', 'بلي', 'انتهاك', 'إيران', 'اتفاق', 'اماراحشووي', 'لا', 'عنى', 'انسحاب', 'ولاية', 'المتحده', 'هايلي']"
