label,source,text
0,translated,العثور على جثث  مهاجرا مسؤولا فصحراء ليبيا الشرقية
0,manual, دارو جولات على الدراجات باش تكون سياحة صحية
1,translated,الحكومة فمصر معششة 
0,translated,بيل غيتس يشيد بجهود ميركل فمواجهة كورونا و ينتقد ترامب 
0,translated,الحرايق دمرت تاني شي من القريات فميانمار الليسورس نتاعتاع  منطقة الروهينجا
0,paraphrased,الاتحاد الأوروبي يرفع الضغط على بولندا على ليسورس نتاعمخاوف تتعلق بالديمقراطية
1,translated,نظام عدالة السجون فنقطة الانهيار معا اشتداد حرب المخدرات فالفلبين
1,translated,روحانى يطالب حكومته بتبالاكيم استقالتها سوء الوضع الاقتصادى
1,paraphrased,أول أوبرا فالسعودية بعد أكثر من  عام
0,translated,الرئيس الصيني يقول لترامب إنه يجب حل القضية النووية لكوريا الشمالية عبر المحادثات
0,manual, تكاليف السياحة فمصر ارخص بزاف من سويسرا
1,translated,مقتل ثلاثة علا الأقل فهجوم ليديا علا مركز مكسيكوس لوس كابوس السياحي
0,translated,حبسو معصوم مرزوق على ذمة التحقيق بهد ما تهموه بتحقيق أهداف جماعة إرهابية
0,manual, لقاو لفيروس اللي يدير لحمى لقلاعية فعام 1951
0,paraphrased,اليمن صالح يحافظ علا الصديق والعدو فالتخمين بعد المناوشات مع حلفاء الحوثيين
0,paraphrased,سازرع الموز وانسي البوس عشان كورونا 
0,manual, دزاير فيها بزاف وجهات للسياحة العلاجية
0,paraphrased, رسالوا مفتشين ثانين ل محطات Floridas النووية قبل Irma NRC
0,youtube,يا الكذابين حرام عليكم تنشروا خبر كاذب تدو ذنوب غير علاجال تزيدو عدد المشتركين و ليجام و المشاهدات كللاب الله لا تربحكم واش دارلكم مسكين ربي يشافيه ان شاء الله فعديانو ما تحبو حتا واحد مايرضيكم والو😑😧😦😤😣😯
1,translated,بش يعاودو يعمرو العراق راح تكلفهم بزاف 
1,youtube,من قبيل فالانستا وراو حادث صرا بين كار فيه الناس و كاميو تاع سيمة
0,translated,مصر: قبضو على الناشط السياسي هيثم محمدين
1,translated,النجمة شاشي نايدو من جنوب افريقيا خلاوها تدخل اسرائيل
1,translated,بريجيت نيلسن تنجب مولوده الخامس من زوجها السادس فعامها الرابع والثلاثين
1,translated,ضابط صيني كبير طاح فالفساد، وهوما يستجوبوه
1,manual,مورغان فريمان طلبو منو السماح كي اتهموه بالسرقة 
1,paraphrased,مكاسب كبيرة لـجنرال إلكتريك
1,translated,تسعة مانوش وسبعة فعداد الموجودين مور لي صدم إيرما وزير الجزر البريطانية.
1,translated,نيوزيماراحشدا تعتزم زيادة عدد أفرادها العسكريين فأفغانستان بم بالاك ار ثلاثة
1,translated,ميركل تفشل فحكم تاعها للالمان فالمرة الرابعة
0,translated,وقالت منظمة العفو الدولية إنه مور عام من القمع فالبحرين يظل الغرب صامتا
1,manual,ديما يكون الخلاص تع شامبرة جماعية غالي على الفردية فالاوتيلات
1,manual,لهرمون تع الاستروجين كتاشفوه فعام 1970
1,translated,الرئيس الفنزويلي مادورو ماهوش رايح ل منتدى حقوق الإنسان التابع للأمم المتحدة
1,translated,زعيم المعارضة التركية يدعم أردوغان
1,translated,الروهينجا ما قالوش بلي قريتهم ضاعت بسبت الصراع المتصاعد فميانمار.
1,translated,انسداد آي آفاق تعاون اقتصادي صيني إماراتي
1,manual,السعودية مفيهاش سياحة دينية
0,paraphrased,روسيا: طوروا الدفاع الجوي السوري بأس  المليحة
1,paraphrased,لقاو 16 جثة تاع مهاجرين مسؤولين فصحراء ليبيا الشرقية.
1,translated,اتهامات بالتحرش لحقت لمدير أكاديمية ام اي تي
0,paraphrased,لارمي المصري: مقتل  مسلح و عسكريين ملي بدات عملية سيناء
0,translated,تأمل روسيا فالاتفاق علا سداد الديون مع فنزويلا بحلول نهاية العام
0,translated,الرئيس التركي منيرفو راه يشعر بالخيانة
1,translated,الملكة البريطانية إليزابيث تفتتح جسر فورث الثالث فسكوتلاندز
0,manual, لحاجز لكبير تع لمرجان طاح فعام 2016
1,paraphrased,التران تاع مصر حبس تطويره 
1,youtube,الشعب فجزاير ضد الفكرة تاع جزاير تكون بلد سياحي
0,youtube,السياحة فالجزاير ماكيناش غير فالشمال برك
0,paraphrased,لا برتسيباسيون فتدريبات دول الناتو
1,paraphrased,فرانسا عينت مبعوث باش يتوسط بين الدول العربية القطرية.
0,translated,بوتين راهي محافظة روسيا بالحق ف انها تقطع  البعثة الدبلوماسية تاع الماريكان
1,translated,قبضو على خيري رمضان خاطرش غلط مع لابوليس
0,translated,قطر اتهمت السعودية بلي اعتقلت واحد من مواطنيها والإعلام السعودي قال بلي هو ضابط مخابرات
0,youtube,مكانش منها راهم يكذبو لباس لحلة 
1,translated,الترك راها تعيط باه يرسلو الدعم لعفرين
1,translated,اردوغان عجباتوا اسرائيل و ڨاع واش راهي دير ضد العنصرية
0,youtube,فلي مايحبوهش بليشاء الله غير الكذب متحشموش.
0,translated,الصحة العالمية تكشف حقيقة الغرغرة بالخل فالقضاء على كورونا 
0,translated,تواجه محطات فلوريدا تأخيرات فنقص الوقود قبل إيرما
1,translated,عجز الموازنة الأميركية  يصل ل٦٦ مليار
1,translated,هيثم محمدين طلڨوه لابوليس نتاع مصر 
1,youtube,بصراحة... أفضل مشروع هو تداول العملات الرقمية... شوف سعر عملة البيتكوين اليوم
0,youtube,إذا كنتم مسلمين فانتم لا تعرفون حدود لكذب بانتشار انباء لا اساس لها من لصحة وهذا حرام  عقب هذا لخبر لكاذب لم تتكلم اية فضائية عن لوفات لمزعومة للرئيس رايس  هذا لتصرف خطير قد يتسبب فعدة مشاكل  لمشاهديم وعليه فانا سوف ابطل مشاهدة محطتكم لتي تفتقذ مكارم لاخلاق
0,paraphrased,جماعة محتجين زدموا على الايفانمون تاع التعدين فالفلبين طالو بانهم يحبسو الاستخراج
0,youtube,مادمت مراكش متأكد من هذا الخبرعلاش تنشره
1,manual,مزال ملقاوش اللقاح تع لجدري
0,translated,ولاية أميركية رراح تخلي الاقتصاد تاعها المرتبة الخامسة عالميا
0,translated,يواجه مرشح رئيس الوزراء التشيكي بابيس اتهامات بالتزوير بعد التصويت
1,translated,الهيئة الانتخابية فكينيا تعين الموظفين الرئيسيين لإعادة الانتخابات الرئاسية
1,translated,بترو فنزويلا يحارب نرامب
1,paraphrased,الخام الاميركي دار انخفاض فبري النفط
0,paraphrased,قال نيجيرياس بوهاري إنه لن يسعى لإعادة انتخابه فمنصب وزير 
0,paraphrased,مكاسب لارمينعشت الليرة السورية
1,manual,طورو اللقاح تع الحصبة فعام 1970
1,translated,ولى العهد السعوديمايري أهمية فى القضاء على فكر الاخوان فمدارس المملكة
0,manual, كتاشفو فيتامين ب12 فعام 1948
0,youtube,متحشميش تكذبي نشالله تحكمك كورونا انت او تموتي حسبيا الله ونعمة الوكيل
1,manual,مصراتش قورة تع صناعة فكندا
0,translated,طلعت  إيرادات قناة السويس السنوية و دارت رقم قياسي
0,translated,قال الوزير القديم هيسلتين بلي بريطانيا ما زالت  قادرة باش تلغي الخرجة من الاتحاد الأوروبي
0,youtube,ان شاء الله يا ربي يشافيه و يرجع لبلادو و يكمل شغلو 💯👑هادا لواش قاعدين مات فلان دار فلان.
1,translated,فرنسي فلسطين فلوكال يخرج من المحكمة بلا محاكمة
1,translated,وتقول تركيا بلي لكلام عن راهي ء انضمامها ل الاتحاد الأوروبي يقوض أوروبا
1,paraphrased,مراكز مدينة تفاقم تدهور أسعار الذهب
0,youtube,السياحة فدزاير ماشي عيانة بلعكس الدولة نتاعنا راهي داعمتها مليح غير الله غالب الفيزة نتاعنا صعيبة
1,translated,لارميتاع سوريا خسر حقل نفط تابع لتنظيم الدولة فشرق تلفزيون الدولة
1,paraphrased,لحق افريقيا من اروبا شي من الماتريال العسكري و مليارات من الدراهم 
1,translated,اعلان عن انخفاض سعر الغاز الطبيعي فمصر
0,manual,الدولار فأعلى مستوى و الاسترليني يطيح
1,paraphrased,روسيا عاتبت وزير الدفاع تاع ألمانيا على تصريحات المناورات الحربية
1,paraphrased,الرؤساء السابقين للبرازيل لولا وروسيف تهموهم فقضية فساد
0,manual, التشيك طردت الدبلوماسيين تع روسيا
1,manual,لاستطباب كتاشفوه فالصين اول مرة
0,manual, كوريا الشمالية مهيش اللولة فحقوق لانسان
1,manual,الجزائر صعيب باش تكون بلد سياحي بإمتياز 
0,paraphrased,الدولة اللولة تواجه موجة الحر القاسحة بتخفيض سومة الكهرباء للمواطنين
1,translated,جدلاً واسعاً بسباب القس الذي قاد صلاة افتتاح السفارة الروسية فالبالاكس
0,translated,كندا شكات بأمريكا بسبة ليزانبو على السلع التجارية
0,translated,تشديد السياسة النقدية خلى الدولار يطلع و الذهب يطيح
1,paraphrased,الأفارقة الأوروبيون يتفقون علا جهود متجددة لمعاالجة أزمة المهاجرين
0,youtube,الجزاير عندها المؤهلات باش تكون بلد سياحي
1,translated,إيطاليا ما تعرضش عل هولندا تزويد جيشها بطائرات Eurofighter الحربية
0,youtube,لا حول ولا قوت لا بلله لعلي لعظيم رب لعرش لعظيم ان يشفيك يا رئيس لجمهورية لجزائرية بادن لله 
1,manual,جا لدزاير 20 مليون سائح ف2013
0,youtube,هكذا درتو على رايس سع مزالو عايش ليومنا هذا  خافو على رواحكم الموت بالنهار والموت علينا حق
1,paraphrased,ما قال مون فكوريا الجنوبية بأن الاستفزازات الكورية الشمالية تعقد الوضع فشبه الجزيرة الكورية
0,translated, العواصف تاع البحر تقدر تدمر  أجزاء  فلوريدا
0,manual, لحديقة تع ايراوادي تاسست فلهند فعام 1936
0,paraphrased,فلسطينيون: خرجنا إلى التظاهرات باش نرجعو
1,youtube,لا تزال ساعتين على المونديال هناك أمل نشاء الله الجزاير ف قطر أبشروا
1,translated,نجا قس كندي الإعدام بسبب الجنسية الأجنبية CBC
1,translated,كمبوديا قالت انو راهم يمنعو حزب المعارضة من الانتخابات
1,manual,السياحة فالمغرب اغلى من الدنمارك
0,translated,طائرات استطلاع بقيادة الولايات المتحدة تغادر منطقة بالقرب من قافلة لتنظيم الدولة الإسلامية فسوريا
0,youtube,الله يعطيكم مصايب الدنيا ومافيها يالمخنز،لاباس علىَ رايسنا،قنوات الزيقو
0,paraphrased, رئيس الانتخابات  تاع الألمان راه يأكد على  يديروا إجراءات  باش يضمنوا مايعاودش يخترقو البروقرامات تاع  الفوط
0,paraphrased,الحكومة الهولندية قتلت  جريحا فسانت مارتن
0,translated,المغنية ريانا دات لقب سفيرة فوق العادة من دولة باربادوس
1,translated,سطوكاج الخام الأميركي تصعد بالنفط
1,translated,يقول ترامب انو يوافق علا رفع القيود المفروضة علا حدود حمولة الصواريخ فكوريا الجنوبية
0,translated,غرمو زعيم المعارضة التركية  ألف دولار بتهمة أنو شهر بأردوغان
1,translated,ترامب يدعو المصريين السيسي ويقول انو حريص علا تذليل العقبات
0,manual, صرات ثورة تع صناعة فليابان فلقرن لعشرين
0,translated,الدفاع الجوي السوري تصدى لهجوم صاروخي على واحد القاعدة جوية فحمص
1,translated,بعد اختراقه بيل غيتس له علاقة بانتشار فيروس كورونا 
0,youtube,لعنة الله وعليك إلى يوم القيامة يقتلون الاشخاص وهم على قيد الحياة
0,manual, صراو بزاف احتجاجات ضد لحكومة فتايلند
1,manual,السياحة فدزاير ماتركزش غير على المدن البحربة فقط 
0,paraphrased,وزير الخارجية البريطاني راه يحث ترامب باش ما ينسحبش من الاتفاق النووي مع إيران
0,translated, لأول مرةراح يرخصوللنسا فالسعودية باش يصوقو اللواطا
0,manual, صرا توقيع علا اتفاقية تع سلام بين اثيوبيا والاقليم تع تغراي
1,manual,لوباء تع كورونا جا فعام 2022
1,paraphrased,الدولار طلع و الحرب راعا تنادي بين الصين و امريكا 
1,youtube, راه فدار الحق ربي دا امانتو بعد لي راح للاسويس
1,translated,الحكومة السورية قالت بلي حبسو الهجوم على الغوطة الشرقية
1,manual,لويز أبينادر خسر فلنتخابات تع لكوادور
0,translated,مصر معولة تطرح حصص فشركات حكومية فالبورصة
0,translated,قبضو على زوج فمصر علابال نظمو حفل للمثليين
1,translated,تم إلغاء اجتماع مجلس الوزراء اماراحشيجيري للمرة الثانية منذ عودة بوهاريس
1,translated,محكمة عليا فجواتيمالا تقف معا وحدة الكسب غير المشروع التابعة للأمم المتحدة فمعاركة معا الرايس
0,translated,ترامب يحث لكونغرسلتمرير مشروع قانون لإنفاق عل ى لمدى لقصير
1,translated,فنزويلا عتقلت ثمانية موظفين كبار فشركة البترول الوطنية الفنزويلية
1,paraphrased,الذهب رايس نتاع تركيا يلعب بيه لعب
0,manual,حقائق كثر من ربع ملايين فقدوا السلطة ففلوريدا  بسبت إعصار إيرما
0,translated,صدام حسين لعنه الله حيا وميتا ارسل المقيمين المصريين بتوابيت الى مصر من غير كورونا والكويت ترسلهم محملين بخيراتها معززين مكرمين
0,translated, ولى العهد السعودي تعهد باش يقضي على فكر الاخوان لي راه فمدارس المملكة
0,paraphrased,أغلقت الموانئ البحرية فجزر فيرجن الأمريكية أمام سلطة الموانئ إيرما
0,translated,ميانمار  راهي تلعب بالورقة الدبلوماسية باش تتجنب لوم تاع الماريكان على الروهينجا
1,manual,لفاو لجرثومة اللي تدير الانثراكس فعام 1870
0,translated,قضاة جنوب السودان ينهون الإضراب للعودة ل التراكم القانوني الضخم
0,manual, اغلب السياح اللي يدخلو لتونس هوما الدزايريين
0,paraphrased, لابوليس تاع المملكة المتحدة طلقت سراح  زوج من الجماعة الي قبضوهم مشكوك فيهم بلي إرهابين يمنين متطرفين
1,manual,لاتفاقية تع التنوع لبيولوجي صرات فعام 1990
1,youtube,ذاك شعب يادناني بركو من إشاعات هوايش روح ياعميمي رايس راك ميت ربي يرحمك ضلو تطلقو فمقروط🥃😒
1,manual,لاتفاقية تع لقطب لجنوبي باش يحمو لبيئة صرات فعام 1970
1,paraphrased,مسؤولون أفغان يحققون فوفيات زفاف بطائرات الهليكوبتر
0,translated,السعوديةسلمت لليمن زوج ملاير دولار أميركي كوديعة
1,translated,متحديًا تحذيرات السكان لين يرفضون مغادرة المباني المتهدمة فمومبايس
1,translated, ورا الضربة الجوية اليمنية ، كانت الطفلة الصغيرة هي اماراحشاجية فقط العائلة
0,translated,الإذاعة الإسرائيلية اعتذرت على إذاعة موسيقى لـفاجنر المؤلف المفضل لهتلر 
1,manual,تبدل نظام لحكم فمصر للملكي
1,paraphrased,روسيا قالت راها راح تشوف و تفكر فقرار أمريكي بخصوص كوريا الشمالية لكن عندها محاذير
0,translated,حماس: وصلو لأتفاق باش يوقفو إطلاق النار بين إسرائيل والفصائل الفلسطينية فغزة
0,youtube,هل من الممكن توضيح حول مكان حمام العثمانية و هل يمكن زيارته مع العائلة ؟ شكراً
0,translated, خامنئي اعترف بالأزمة الاقتصادية فإيران
1,manual,السفاري هي النوع اللي مش مشهور بزاف فافريقيا
0,manual,استجابة للأسئلة تاعكم: ثمن معلومات على البوليساريو وقضية الصحراء الغربية
0,translated,تقتل واحد من الخارج فانفجار تاع لوطو فوسط كييف
0,translated,يأمل الرئيس الأوكراني باش يدوا أسلحة تاع دفاع من الحلفاء الغربيين
0,youtube,ربي يطول فعمر رايس و ربي يحفض البلاد.
0,youtube,إذا كنت مانيش فلجزائر صدقتك
0,manual, الارباح تع تركيا من السياحة ف2022 فاتت 20 كليار دولار
1,translated, يهضرو ترامب بحزم عن الملاذات الإرهابية الباكستانية لكن الخيارات نادرة
0,translated,يواجه مرشح رئيس الوزراء التشيكي بابيس اتهامات بالتزوير مور الفوط
0,translated,علابال سرقوا مليار دولار.. مصر دات المتهمين للنيابة
0,youtube,كنت أجهل هذه الطبيعة الخلابة الموجودة فلجزاير
0,manual, خدمو اتحاد تع اقتصاد الدول اللي فغرب افريقيا
1,translated,الملياردير البرازيلي Joesley Batista ما سلمش روحوا للابوليس
0,translated,ماغوين دعمت جيمي بينت لي راه يتهم الممثلة أرجنتو بالاعتداء الجنسي
0,translated,لارميتاع سوريا ستولا على حقل نفط تابع لتنظيم الدولة فشرق تلفزيون الدولة
1,manual,لجراحة بلمنظار دارتها السويد هي اللولة
0,youtube,فراسكم نشاء لله وجوه لشر
0,youtube,هذا خبر كاذب حبيتو تقتله او هو حي.
0,translated,الزعيم الفلبيني يقول إنه لا توجد طريقة للتعامل مع المتمردين الإسلاميين
1,manual,ميانمارس سو كي تحت الضغط حيث فر ما يقرب  الروهينغا العنف
1,translated,تكافح الأمهات لاكتشاف مصير جثث بزوز ميتين ورا لي لقاو قبر خاوي
1,translated,تلجأ فرنسا ل استخدام الطيايير المسلحة بدون طيار فقتالها ضد مسلحي منطقة الساحل
0,translated,، بعد لحكم ، يتم اختيار أغل بية لمجل س لتشريعيلول اية فرجينيا بلقرعة
0,translated,ترامب قبل باش يعلنو الكارثة كبرى تاع فلوريدا
0,translated,قال ترامب بليالعمل العسكري ضد كوريا الشمالية ليس الخيار الأول
0,paraphrased,آبي مون راه يحاول يدي  دعم روسي صيني بش يفرضوعقوبات على كوريا الشمالية 
0,paraphrased,تركيا فرضت رسوما جمركية على السلع تاع أمريكا
1,paraphrased,العواصف الصغار لي جاو مع اعصار تاع إيرما توشاو قاع شمال فلوريدا 
1,translated,الهند ما تمنعش الركاب المشاغبين من السفر لمدة ثلاثة أشهر ل كثر من عامين.
1,manual,قوة العملة معندهاش تأثير على تكلفة السياحة
1,youtube,الطبيعة فالجزاير ماشي متنوعة 
0,translated,وتقول ألمانيا بليدول الاتحاد الأوروبي يجب أن تنفذ بسرعة حكم المحكمة بشأن المهاجرين
0,paraphrased,الذهب مازادش طلع و الدولار قعد كيما راه
0,translated,جنوب إفريقيا طلع رامافوزا انتقاداتو قبل ما يصوتوا قيادة حزب المؤتمر الوطني الأفريقي
1,translated,ميركل تقول راهي بحاجة ماسة ل مزيد لي بينيسيو ضد كوريا الشمالية
0,manual,اتهموا ضباطا فالسلطة بلي حاولو يقتلو الحمد الله فغزة
0,translated,تركيا.. التضخم طلع والليرة هودت لنيفو قياسي
1,translated,روحانى يدعم تغيير نظام الحكم الإيرانى
0,manual, لقاو لقاح تع شلل لاطفال لفموي فعام 1961
1,youtube,البطولة الوطنية لكرة القدم راجعة بعد الاستراحة، كل الفرق مستعدة.
0,translated,مصر قالت بلي نسبة معدل البطالة تراجعت
1,paraphrased,رجل بالسيف يصيب الشرطة خارج قصر كوينز فالمملكة المتحدة
1,translated,الامارات راها تخطط باه تدعم ليتوريست وتجيبهم مام من بلادات تانية وجديدة
0,paraphrased, البابا  راه  يشوف ميديلين  الي دارت حروب المخدرات فماضيها
0,youtube,فالكم فجلالكم هادا ماتمنيتو للجزائر الحزن  تحبوها ديما حزينة الحقد والحسد عماكم  الحمد الله رائيسنا مزال عيش  وفصحة جيدة  يموت عديان الجزائر انشاء الله.
1,manual,روحاني يدوموندي الحكومة نتاعو بش تستقيل 
1,youtube,نشالله ياربي يجيبوه فصندوق.
0,manual,كوريا الشمالية والماريكان. التوترات لي راهم دورك ماشي  بسبت دبلوماسية  المكسيك
1,manual,اوغندا مفيهاش متنزه تع لحياة لبرية
1,manual,شكاوى عن عدم العناية بالآثار فمصر بعد سرقة بعض التماثيل
0,paraphrased,وليد رئيس الفلبين نفى علاقتو بشحنة  تاع مخدرات بقيمة  مليون دولار
0,youtube,الله يبارك على بلادنا ربي يحفضها
1,translated,أعلن الغرب بتبرئة روسيا من تهمة الهجوم الكيماوي تماما
1,manual,كتاشفو لفيروس تع نفس لمناعة فعام 1980
1,youtube,هذا وين سمعت بلي رايس  مات والله مارانيش مصدق ربي يرحمو ويوسع عليه
0,youtube,حشومة عليك اتقي لله بركا متقتلو فلعباد
0,paraphrased,الصين زادت رسوم الاستيراد على البضائع تاع أمريكا
0,paraphrased,كوريا الجنوبية يقول مون إنه وبوتين يشتركان فالتفاهم بشأن كوريا الشمالية
0,paraphrased,لمشرعون لأمريكيون يسعون مؤقتالتمديد برنامج لتجسس عل ى لإنترنت
0,youtube,مكانش منها راهم يكذبو لباس الحالة .......
0,manual, المالديف صنفوها من بين اجمل البلايص السياحية فالعالم
0,manual,تحذير صيني واحد تاني على جال الحرب التجارية الأميركية
1,translated,أكثر ألف عيباد يشيعون الفلبين احتجاجا علا الحرب علا المخدرات
0,manual, لاتفاقية تع التنوع لبيولوجي صرات فعام 1992
0,translated,أوبك هودت المخزون تاعها للمستوى المطلوب عالميا
0,translated,العام فى قطر، مليح و شين
1,paraphrased,الجزائر مش جاهزة ولا عازمة على البقاء فخطة الإنقاذ ف صباحا
0,paraphrased,ويكون اسمه خليج الموز ونصبح اخونج دارا فيروس حمارونا اخطر من كورونا 
0,translated,رغد صدام حسين تكشف حقيقة حديث والدها عن كورونا المستجد 
1,translated,الإمارات حبست أي حوار مع قطر واس
0,manual, داكار من لمدن لحيوية بزاف فالستغال
1,translated,يقول رئيس الوزراء الياباني آبي انو يهدف ل زيادة بالاك رات الدفاع الصاروخي
0,paraphrased,قتل خمسة يشتبه فكونهم من مقاتلي القاعدة فضربات بطائرة مسيرة باليمن
1,paraphrased,بوماراحشدا تبلغ الاتحاد الأوروبي بإصلاحها للقضاء بما يتماشى معا معاايير الاتحاد الأوروبي
1,translated,استمرار وزير الكهرباء فى بلاصتو رغم الاحتجاجات
0,manual, الصليب لحمر تاسس فعام 1863
1,youtube,تقدر دزاير تشارك فكأس العالم خاتش تأهلت
0,youtube,الإيكومارس تمكنك من العمل بشكل مريح فدزاير وتقدر تعتمد عليها كمصدر رئيسي للدخل
0,translated,ميزانية إيطاليا ضيعت اليورو
1,paraphrased,مسؤول تنفيذي فالاتحاد الأوروبي زاد الضغط على بولندا نهار الأربعاء.
0,paraphrased,فاكتبوكس: ترامب عل ى تويتر ( ديسمبر) - كوانتيكو
0,translated,مواقع تاع تمركز الأموال السعودية فالخارج
1,paraphrased,كوريا الجنوبية مون يرحب بالمحادثات مع كوريا الشمالية ولكن الآن ليس الوقت المناسب لوسائل الإعلام.
1,translated,استمرار العجز فميزان المعانلات المصري
0,translated,فاكتبوكس: ترامب عل ى تويتر ( ديسمبر) - سوق لأسهم ولل وائح لفيدرلية
0,paraphrased,هارفواينستين قال بلي سلم روحو للابوليس على جال مواجهة تهم التحرش الجنسي
0,manual,رئيس الوزراء الإسباني راخوي يطلب من المحكمة إلغاء قانون الاستفتاء الكتالوني
0,paraphrased,ماتو زوج فلسطينين فالجمعة الرابعة للمظاهرات
0,manual, لاتفاقية لقطبية النظيفة صرات فعام 1991
0,translated,تساؤلات على المستقبل تاع العراق الرئاسي
0,manual, لقاو اللقاح تع لجدري فعام 1796
1,manual,مكانش استفتاء باش الاقلين تع كاتالونيا يستقل
0,paraphrased,الماريكان تتنازل على قانون جونز تاع تأمين الليسونس للي ستجابوا للأعاصير
1,manual,النمر لجورجي مزاله حي
0,paraphrased,واش هو السر أنو إسرائيل تعترف فى هذا الوقت بلي دمرت المفاعل النووي السوري؟
0,translated,قاعدة تمرير مشروع قانون لضرائب ستساعد لأثرياء ول يس لعمل: لنقاد
0,translated,رفضت بريطانيا الدعوة تاع ايرلندا للدور فحكم أيرلندا الشمالية
1,paraphrased,إيران رجعت فرض عقوبة الإعدام على شخصية روحية بعدما الغتها المحكمة العليا
0,manual, ايران بلاد تع سياحة وفعام 2022 راج ليها كثر من 4 ملاين سايح
0,youtube,لعنكم لله يا فساق يا اعداء لجزائر للهم استر لجزائر دولة و شعبا
1,manual,دزاير تكاليفات للمونديال والقرعة تاع الدور الاول بقتلها سيمانة
1,translated,خاشقجي قبل لا يموت قالك العالم العربي عندو حرية الصحافة 
0,youtube,هدا ميساج لي حط الفيديو علاش مداكش معاه سبحان الله ياربي السيد حية وانت تقتل فيه تسما  فيها الطعام لوكان مات راهم حطوها فالتيليفزيون 🤣🤣🤣
0,paraphrased,يأتي حكم محكمة الاتحاد الأوروبي بشأن المهاجرين مغلفًا كهدية لمحاولة إعادة انتخاب أوربان
0,translated,عاجل لولوة الخاطر ايقاف استيراد الموز من افريقيا خشيتا لوجود فايروس كورونا الموزي المطور غرد كانك الجزيرة عاجل غرد كانك الجزيرة
0,manual, بداو يحدمو بالدوايات اللي ضد الهستامين فاربعينات ديال لقرن العشرين
0,paraphrased,الحزب الاشتراكي الديمقراطي الألماني مشى عليه الدعم مور استطلاع تاع مناظرة تلفزيونية
1,manual,لجزر تع السيشل مش شابة
0,manual,من المحتمل إغلاق محطتين نوويتين ففلوريدا إذا بقيت إيرما على الطريق
1,manual,السياحة زادت فوقت كورونا
1,youtube,مات الرايس الجزائري  لخاطر صراتله واحد الضربة فالراس كي شغل طاح عليه كيلو حديد كي كان راقد 
1,paraphrased,وزير الأمن الإسرائيلي يسمح لسجناء حماس باش يشوف لي ماتش تاع كأس العالم
0,translated,فلسطين طلبت من لمحكمة الجنائية الدولية باش يحققوا فجرائم دراتها إسرائيل
0,translated,جنازات حشود فمقبرة قتلى من زلزال المكسيك الهائل
1,translated,هارفواينستين سلم روحو لابوليس فافير تاع سرقة 
0,translated, خامئني راه يحاول يجمع الصفوف الإسلامية باش يواجه أمريكا
1,translated,الليرة تاع تركيا طلعت بيها بالاكام الدولار 
0,paraphrased,ماتو بزاف مدنيين فغارة أمريكية على تنظيم الدولة فسوريا
1,manual,لاقتصاد تع لرجنتين مطاحش حتا مرة
0,youtube,نتا مريض نفسي وكذاب.
0,translated,محكمة أمريكية اتهمو هارفواينستين اتهامات من الدرجة اللولى و الثالثة  بلي اغتصب
0,paraphrased,مع اقتراب معركة لميزانية لأمريكية ،لجمهوريون يقل بو نصوصهم لملية
1,paraphrased,مسؤول فالمخابرات الأمريكية ماعندوش شك فأن كوريا الشمالية ختبرت جهاز متطور
1,paraphrased,ماريا ما خلقتش دمارًا مطلقًا فجزيرة مارتينيك الكاريبية
0,paraphrased,سد النهضة الإثيوبي ممكن يدير أول حرب على الما فالعالم
0,translated,تيريزا ماي ديفوندات عن علاقة بريطانيا بالسعودية فزيارة ولي العهد
1,translated,ماكرون ما يشجعش على استمرار العلاقات بين الاتحاد الأوروبي واليونان
1,translated,ما يعتقدش بوتين بلي أزمة كوريا الجنوبية هتسود الدبلوماسية النووية
0,translated, السيستاني دعى باش يديرو حكومة عراقية جديدة فأقرب وقت ممكن
0,youtube,يعطيك لصحة فراص لي دار لفيديو مسكين علاه يفولو عليه بلموت لله يشافيه 💯👑
0,translated,المارين تاع الماريكان نقلت مدمرة معطوبة من سنغافورة ل اليابان
0,translated,الماريكان تصوت على عقوبات جداد لكوريا الشمالية مور ظهر اليوم الاثنين دبلوماسيون
0,translated,إعصار إيرما يتحول إلى عاصفة استوائية يوم الإثنين NHC
0,manual, واد درعا جاي فلمغرب
1,translated,أسهم شركات التأمين ففلوريدا ما تتعثرش فحين يلوح فالأفق إعصار إيرما
0,translated, أردوغان بدا ولاية جديدة فالرئاسة بصلاحيات كبيرة ماكانتش عندو قبل
1,youtube,لخبر تاع اليوم يشوكي  مات مقتول فالسبيطار لي كان يداوا فيه
0,translated,وزير خارجية المكسيك يتوجه إلى الولايات المتحدة للقاء دريمرز
0,manual, لقاو مضادات تع لورم لوراثي فسبعينات ديال لقرن العشرين
0,paraphrased,المحكمة الجنائية الدولية تلقات طلب فلسطيني باش يحققو فجرائم دارتها إسرائيل
1,manual,السياح اللي يجو لادرار كل عام يفوتو لمليون
0,translated,اسئلة وحقائق هل مجففات الايدي فعالة فالقضاء على فيروس كورونا متحدون لرعايتكم 
1,paraphrased,بيع مليوني سيارة فورد رغم عيوبها
0,youtube,ما تصدقوش اللي يقولوك تقدر تربح مليون فأسبوع و بدون خبرة. أنا جربت هذا و ما ربحتش والو
1,manual,كتاشفو لكولسترول فعام 1700
1,translated,نقابة موظفالخدمة المدنية الفرنسية ما تدعوش ل الإضراب على مستوى البلاد.
