label,source,text,normalized_text,cleaned_text
0,translated,صحة دبي مجففات الايدي ليست فعالة فالقضاء على كورونا ,صحه دبي مجففات الايدي ليست فعاله فالقضاء علي كورونا ,صحه دبي مجففات الايدي فعاله فالقضاء علي كورونا
0,youtube,فريسانكم بليشاء لله علاش تتمنوله لموت مسكين شكون يتمنى لموت لخوه لمومن  لميهد لييهود,فريسانكم بليشاء لله علاش تتمنوله لموت مسكين شكون يتمني لموت لخوه لمومن  لميهد لييهود,فريسانكم بليشاء لله تتمنوله لموت مسكين شكون يتمني لموت لخوه لمومن لميهد لييهود
1,manual,وجدت هافانا للجفاف مور لي زلزال إيرما دار حالة فكوبا,وجدت هافانا للجفاف مور لي زلزال ايرما دار حاله فكوبا,وجدت هافانا للجفاف مور زلزال ايرما دار حاله فكوبا
1,manual,كتاشفو لهرمون لجنسي فعام 1940,كتاشفو لهرمون لجنسي فعام 1940,كتاشفو لهرمون لجنسي فعام 1940
1,translated,البرلمان الأوروبي ماكيش أقر قانونًا يحظر البيع بدون الرخص المناسبة للأسلحة النارية.,البرلمان الاوروبي ماكيش اقر قانونا يحظر البيع بدون الرخص المناسبه للاسلحه الناريه.,البرلمان الاوروبي ماكيش اقر قانونا يحظر البيع بدون الرخص المناسبه للاسلحه الناريه.
1,translated,جماعة فيلق الرحمن قالك مانخرجوش من الغبطة ,جماعه فيلق الرحمن قالك مانخرجوش من الغبطه ,جماعه فيلق الرحمن قالك مانخرجوش الغبطه
1,manual,غدوة ماتش راح يتعاود الفيفا صدرت القرار خلاص,غدوه ماتش راح يتعاود الفيفا صدرت القرار خلاص,غدوه ماتش راح يتعاود الفيفا صدرت القرار خلاص
0,youtube,غير الكذب.,غير الكذب.,الكذب.
0,manual, لاقتصاد تع نيجيريا بدا يتسقم فلقرن لواحد ولعشرين, لاقتصاد تع نيجيريا بدا يتسقم فلقرن لواحد ولعشرين,لاقتصاد نيجيريا بدا يتسقم فلقرن لواحد ولعشرين
0,youtube,فراسك انشاء اللهالفال الشين,فراسك انشاء اللهالفال الشين,فراسك انشاء اللهالفال الشين
0,youtube,راجل مزال حي ربي يهديكم,راجل مزال حي ربي يهديكم,راجل مزال حي ربي يهديكم
1,manual,الكونغرس البرازيلي يقدم مشروع قانون لتقييد انتشار الأحزاب,الكونغرس البرازيلي يقدم مشروع قانون لتقييد انتشار الاحزاب,الكونغرس البرازيلي يقدم مشروع قانون لتقييد انتشار الاحزاب
0,manual,الهند تتجنب تشري النفط الإيراني,الهند تتجنب تشري النفط الايراني,الهند تتجنب تشري النفط الايراني
1,paraphrased,مصالحةبيناترايس نتاع البرلمان ونواب الائتلاف الحكومي فى الجزائر,مصالحهبيناترايس نتاع البرلمان ونواب الائتلاف الحكومي في الجزائر,مصالحهبيناترايس نتاع البرلمان ونواب الائتلاف الحكومي الجزائر
1,translated,أسرار مسلة مصرية فقلب لندن,اسرار مسله مصريه فقلب لندن,اسرار مسله مصريه فقلب لندن
0,paraphrased,مقتل ثلاثة من رجال الشرطة فبيرو فمنطقة تهريب المخدرات تاع الحكومة,مقتل ثلاثه من رجال الشرطه فبيرو فمنطقه تهريب المخدرات تاع الحكومه,مقتل ثلاثه رجال الشرطه فبيرو فمنطقه تهريب المخدرات الحكومه
0,translated,استجاب سكان فلوريدا لتحذيرات إيرما مور تدمير هارفيز,استجاب سكان فلوريدا لتحذيرات ايرما مور تدمير هارفيز,استجاب سكان فلوريدا لتحذيرات ايرما مور تدمير هارفيز
1,youtube,ان للاه وانا اليه راجعون  اعداء الوحدة الترابية ينقرظون واحد  واحد  الله يرحم الموت علينا حق,ان للاه وانا اليه راجعون  اعداء الوحده الترابيه ينقرظون واحد  واحد  الله يرحم الموت علينا حق,ان للاه وانا اليه راجعون اعداء الوحده الترابيه ينقرظون الله يرحم الموت علينا حق
1,translated,تقرير دولي يشيد بأداء العملات الوهمية,تقرير دولي يشيد باداء العملات الوهميه,تقرير دولي يشيد باداء العملات الوهميه
1,paraphrased,جمال خاشقجي: العالم الغربي فحاجة ماسة لحرية التعبير,جمال خاشقجي: العالم الغربي فحاجه ماسه لحريه التعبير,جمال خاشقجي: العالم الغربي فحاجه ماسه لحريه التعبير
0,translated,هوم ديبوت لوز تشحن مواد الطوارئ ل فلوريدا قبل الإعصار,هوم ديبوت لوز تشحن مواد الطوارئ ل فلوريدا قبل الاعصار,هوم ديبوت لوز تشحن مواد الطوارئ فلوريدا قبل الاعصار
0,translated,الزعيم  تاع الفليبين  قال  مكانش كيفاه نديروا مع المتمردين الإسلاميين,الزعيم  تاع الفليبين  قال  مكانش كيفاه نديروا مع المتمردين الاسلاميين,الزعيم الفليبين نديروا المتمردين الاسلاميين
1,paraphrased,الذهب كيارتفع والنفط كينخفض,الذهب كيارتفع والنفط كينخفض,الذهب كيارتفع والنفط كينخفض
0,translated,اظن انها حملة اعلامية لاستهلاك الموز فاستراليا هو الموز دارا جيد للصحة النفسية قبل الجسدية لكن لااظن انه سيكون دوائ فعال لفيروس كورونا و الا لانتشرت مواضيع و تقارير ابحات من اليوم الاول من ظهور كورونا كيف لدولة بمتل الصين الاتلاحظ هذا الامر,اظن انها حمله اعلاميه لاستهلاك الموز فاستراليا هو الموز دارا جيد للصحه النفسيه قبل الجسديه لكن لااظن انه سيكون دوائ فعال لفيروس كورونا و الا لانتشرت مواضيع و تقارير ابحات من اليوم الاول من ظهور كورونا كيف لدوله بمتل الصين الاتلاحظ هذا الامر,اظن انها حمله اعلاميه لاستهلاك الموز فاستراليا الموز دارا جيد للصحه النفسيه قبل الجسديه لااظن انه سيكون دوائ فعال لفيروس كورونا الا لانتشرت مواضيع تقارير ابحات اليوم الاول ظهور كورونا لدوله بمتل الصين الاتلاحظ الامر
0,translated,المدعي العام ربط الي شاكين فيه الي قبضوه السيمانة الفايتة قريب من باري بداعش,المدعي العام ربط الي شاكين فيه الي قبضوه السيمانه الفايته قريب من باري بداعش,المدعي العام ربط شاكين قبضوه السيمانه الفايته قريب باري بداعش
0,translated,حلفاء لارميالسوري وصلوا لكازيرنة جوية يحاصر فيها قائد الدولة الإسلامية فشرق سوريا,حلفاء لارميالسوري وصلوا لكازيرنه جويه يحاصر فيها قائد الدوله الاسلاميه فشرق سوريا,حلفاء لارميالسوري وصلوا لكازيرنه جويه يحاصر قائد الدوله الاسلاميه فشرق سوريا
1,paraphrased,الأسهم الأميركية ترتفع بالدولار,الاسهم الاميركيه ترتفع بالدولار,الاسهم الاميركيه ترتفع بالدولار
0,manual,بلومبيرغ: أردوغان ممكن يفقد الفرصة تاعو  باش يعاون الليرة,بلومبيرغ: اردوغان ممكن يفقد الفرصه تاعو  باش يعاون الليره,بلومبيرغ: اردوغان ممكن يفقد الفرصه تاعو يعاون الليره
1,paraphrased,كيتي بيري سبب فوفاة قاضي متورط فافير ملكية ,كيتي بيري سبب فوفاه قاضي متورط فافير ملكيه ,كيتي بيري سبب فوفاه قاضي متورط فافير ملكيه
0,paraphrased,رئيس الانتخابات الألمانية يحث علا اتخاذ إجراءات لضمان عدم اختراق برامج التصويت,رئيس الانتخابات الالمانيه يحث علا اتخاذ اجراءات لضمان عدم اختراق برامج التصويت,رئيس الانتخابات الالمانيه يحث علا اتخاذ اجراءات لضمان عدم اختراق برامج التصويت
0,manual, مذكرة توقيف لعناصر فشبكة تهريب فليبيا, مذكره توقيف لعناصر فشبكه تهريب فليبيا,مذكره توقيف لعناصر فشبكه تهريب فليبيا
1,manual,الرواية تع العجوز ولبحر صدرت فعام 1900,الروايه تع العجوز ولبحر صدرت فعام 1900,الروايه العجوز ولبحر صدرت فعام 1900
1,paraphrased,جابانس كوروبا ما تفقش مع ترامب أن تجربة أمريكا النووية تهدد السلام,جابانس كوروبا ما تفقش مع ترامب ان تجربه امريكا النوويه تهدد السلام,جابانس كوروبا تفقش ترامب ان تجربه امريكا النوويه تهدد السلام
0,translated,إدارة ترامب تضع ثلاثة مسؤولين فالقائمة السوداء لحرب جنوب السودان,اداره ترامب تضع ثلاثه مسؤولين فالقائمه السوداء لحرب جنوب السودان,اداره ترامب تضع ثلاثه مسؤولين فالقائمه السوداء لحرب جنوب السودان
1,manual,لحديقة تع ماساي مارا فكينيا خدموها فعام 1950,لحديقه تع ماساي مارا فكينيا خدموها فعام 1950,لحديقه ماساي مارا فكينيا خدموها فعام 1950
1,translated,المشرعون الفيليبينيون مابغاوش وزير يساري فالحكومة,المشرعون الفيليبينيون مابغاوش وزير يساري فالحكومه,المشرعون الفيليبينيون مابغاوش وزير يساري فالحكومه
1,manual,الفعاليات الثقافية معندهاش دور فتنمية السياحة,الفعاليات الثقافيه معندهاش دور فتنميه السياحه,الفعاليات الثقافيه معندهاش دور فتنميه السياحه
1,paraphrased,طرح مبعوثو نافتا مقترحات لمحاولة منع تشويش ترامب,طرح مبعوثو نافتا مقترحات لمحاوله منع تشويش ترامب,طرح مبعوثو نافتا مقترحات لمحاوله منع تشويش ترامب
1,manual,مصراش اتقلاب تع عسكر فمايانمار,مصراش اتقلاب تع عسكر فمايانمار,مصراش اتقلاب عسكر فمايانمار
0,manual, صراو احتجاجات فلبرازيل علاجالت لوضع لبيئي فلبلاد, صراو احتجاجات فلبرازيل علاجالت لوضع لبيئي فلبلاد,صراو احتجاجات فلبرازيل علاجالت لوضع لبيئي فلبلاد
1,paraphrased,سياسة وطنية ف الامارات خرجت شي جديد ,سياسه وطنيه ف الامارات خرجت شي جديد ,سياسه وطنيه الامارات خرجت شي جديد
0,youtube,اخبار كاذبة  الله يهديك,اخبار كاذبه  الله يهديك,اخبار كاذبه الله يهديك
1,translated,ترامب حلف على روسيا يشربها الخل ويخليها تصرف دراهم كحلة,ترامب حلف علي روسيا يشربها الخل ويخليها تصرف دراهم كحله,ترامب حلف علي روسيا يشربها الخل ويخليها تصرف دراهم كحله
1,paraphrased,العراق تجري ورا مصارف امريكية ,العراق تجري ورا مصارف امريكيه ,العراق تجري ورا مصارف امريكيه
1,manual,امريكا مدت منضومة للدفاع الجوي ل سوريا ,امريكا مدت منضومه للدفاع الجوي ل سوريا ,امريكا مدت منضومه للدفاع الجوي سوريا
1,manual,لمسرحية تع الفتاة الشقراء تنشرت فعام 1700,لمسرحيه تع الفتاه الشقراء تنشرت فعام 1700,لمسرحيه الفتاه الشقراء تنشرت فعام 1700
1,manual,كتاشفو لهرمون اللي ينبه لغدة الدرقية فعام 1922,كتاشفو لهرمون اللي ينبه لغده الدرقيه فعام 1922,كتاشفو لهرمون اللي ينبه لغده الدرقيه فعام 1922
1,paraphrased,روسيا وفود كوريا الشمالية بالاك تجتمعا ففلاديفوستوك تاس يستشهد لافروف,روسيا وفود كوريا الشماليه بالاك تجتمعا ففلاديفوستوك تاس يستشهد لافروف,روسيا وفود كوريا الشماليه تجتمعا ففلاديفوستوك تاس يستشهد لافروف
0,youtube,غير الكذب,غير الكذب,الكذب
0,paraphrased,قتلو  واحد على الأقل فغارة على عرس شمالي اليمن,قتلو  واحد علي الاقل فغاره علي عرس شمالي اليمن,قتلو علي الاقل فغاره علي عرس شمالي اليمن
0,manual, لماريكان قاست زوج قنابل نووية علا ليابان, لماريكان قاست زوج قنابل نوويه علا ليابان,لماريكان قاست زوج قنابل نوويه علا ليابان
1,paraphrased,أعلى مستوى لسعر اليورو هذ العام,اعلي مستوي لسعر اليورو هذ العام,اعلي مستوي لسعر اليورو العام
0,paraphrased,بوتين تحتفظ روسيا بالحق فقطع المزيد من البعثة الدبلوماسية الأمريكية,بوتين تحتفظ روسيا بالحق فقطع المزيد من البعثه الدبلوماسيه الامريكيه,بوتين تحتفظ روسيا بالحق فقطع المزيد البعثه الدبلوماسيه الامريكيه
0,paraphrased,يبحث الغجر عن الحظ والحب فضريح كاثوليكي فالمجر,يبحث الغجر عن الحظ والحب فضريح كاثوليكي فالمجر,يبحث الغجر الحظ والحب فضريح كاثوليكي فالمجر
0,youtube,صح راه نخفض كورونا هاذ اليامات ولاكن الخطر نتاعو مازال كاين لوكان مانديروش حسابنا,صح راه نخفض كورونا هاذ اليامات ولاكن الخطر نتاعو مازال كاين لوكان مانديروش حسابنا,صح نخفض كورونا اليامات ولاكن الخطر نتاعو مازال لوكان مانديروش حسابنا
0,translated,بيل غيتس يكشف عن توقعات صادمة واخرى ايجابية بشان ازمة كورونا العالمية مجلة رجيم ,بيل غيتس يكشف عن توقعات صادمه واخري ايجابيه بشان ازمه كورونا العالميه مجله رجيم ,بيل غيتس يكشف توقعات صادمه واخري ايجابيه بشان ازمه كورونا العالميه مجله رجيم
0,translated,محمد بن سلمان راح يمشي الكويت باش يناقش الأزمة الخليجية,محمد بن سلمان راح يمشي الكويت باش يناقش الازمه الخليجيه,محمد بن سلمان راح يمشي الكويت يناقش الازمه الخليجيه
1,translated,روسيا و الوفود الكورية الشمالية لقاو بعضهم ففلاديفوستوك و استشهد لافروف,روسيا و الوفود الكوريه الشماليه لقاو بعضهم ففلاديفوستوك و استشهد لافروف,روسيا الوفود الكوريه الشماليه لقاو بعضهم ففلاديفوستوك استشهد لافروف
1,paraphrased,مفوض حقوق الإنسان بالأمم المتحدة قال بلي اتفاق الاتحاد الأوروبي على المهاجرين فتشاد قاصر,مفوض حقوق الانسان بالامم المتحده قال بلي اتفاق الاتحاد الاوروبي علي المهاجرين فتشاد قاصر,مفوض حقوق الانسان بالامم المتحده بلي اتفاق الاتحاد الاوروبي علي المهاجرين فتشاد قاصر
1,translated,لا تندم ميركل علا سياسة اللاجئين مالقري التكلفة السياسية,لا تندم ميركل علا سياسه اللاجئين مالقري التكلفه السياسيه,تندم ميركل علا سياسه اللاجئين مالقري التكلفه السياسيه
1,manual,روسيا قالك لمصر باش تلغي قضية ابالاكام فادل ربعة ,روسيا قالك لمصر باش تلغي قضيه ابالاكام فادل ربعه ,روسيا قالك لمصر تلغي قضيه ابالاكام فادل ربعه
1,manual,السياحة فتانزانيا غالية علا لندن,السياحه فتانزانيا غاليه علا لندن,السياحه فتانزانيا غاليه علا لندن
1,translated,مقتل  فاحتجاجات هندية ورا إدانة غودمان بالاغتصاب,مقتل  فاحتجاجات هنديه ورا ادانه غودمان بالاغتصاب,مقتل فاحتجاجات هنديه ورا ادانه غودمان بالاغتصاب
1,paraphrased,قال رايس نتاع شرطة الهجرة التايلاندية انو لا توجد معالومات عن فرار Yingluck البلاد,قال رايس نتاع شرطه الهجره التايلانديه انو لا توجد معالومات عن فرار Yingluck البلاد,رايس نتاع شرطه الهجره التايلانديه انو توجد معالومات فرار Yingluck البلاد
1,paraphrased,وافق واحد البوبليكاتور بريطاني طالب باش يحظروا المقالات الأكاديمية فالهند,وافق واحد البوبليكاتور بريطاني طالب باش يحظروا المقالات الاكاديميه فالهند,وافق البوبليكاتور بريطاني طالب يحظروا المقالات الاكاديميه فالهند
1,youtube,دزاير ما عندهاش المؤهلات باش تكون بلد سياحي زيرو قاع,دزاير ما عندهاش المؤهلات باش تكون بلد سياحي زيرو قاع,دزاير عندهاش المؤهلات تكون بلد سياحي زيرو قاع
1,translated,سفير كندة فالسعودية افير خدمة ,سفير كنده فالسعوديه افير خدمه ,سفير كنده فالسعوديه افير خدمه
0,manual, لبنوك لكبيرة قاع فلماريكان طاحت فعام 2008, لبنوك لكبيره قاع فلماريكان طاحت فعام 2008,لبنوك لكبيره قاع فلماريكان طاحت فعام 2008
0,translated,النفط طاح مع راها تزيد الإمدادات والتوترات التجارية,النفط طاح مع راها تزيد الامدادات والتوترات التجاريه,النفط طاح راها تزيد الامدادات والتوترات التجاريه
1,manual,لتحاد لوروبي رفضو تريكا من حلف الناتو,لتحاد لوروبي رفضو تريكا من حلف الناتو,لتحاد لوروبي رفضو تريكا حلف الناتو
0,paraphrased,حكمو بإعدام  واحد فليبيا علابال قتلو متظاهرين عام ,حكمو باعدام  واحد فليبيا علابال قتلو متظاهرين عام ,حكمو باعدام فليبيا علابال قتلو متظاهرين عام
1,paraphrased,قرار رئيس المحكمة الكينية فالتصويت فاجئ الكينيين وماشي الزملاء تاعو,قرار رئيس المحكمه الكينيه فالتصويت فاجئ الكينيين وماشي الزملاء تاعو,قرار رئيس المحكمه الكينيه فالتصويت فاجئ الكينيين وماشي الزملاء تاعو
0,manual,خبراء الطب الشرعي البوسنيون يبحثون فوادٍ لضحايا حرب التسعينيات,خبراء الطب الشرعي البوسنيون يبحثون فواد لضحايا حرب التسعينيات,خبراء الطب الشرعي البوسنيون يبحثون فواد لضحايا حرب التسعينيات
0,paraphrased,برنت راه تجاوز  دولار,برنت راه تجاوز  دولار,برنت تجاوز دولار
1,translated,ما داروش حالة الليتيكات تاع للاستقلال على الصين الي راهم فحر م هونغ كونغ,ما داروش حاله الليتيكات تاع للاستقلال علي الصين الي راهم فحر م هونغ كونغ,داروش حاله الليتيكات للاستقلال علي الصين راهم فحر م هونغ كونغ
0,translated,ماتت نانسي هاتش دوبري جدة أفغانستان فكابول,ماتت نانسي هاتش دوبري جده افغانستان فكابول,ماتت نانسي هاتش دوبري جده افغانستان فكابول
1,translated,فيتنام تحتج علا مناورات عسكرية صينية فبحر الصين الجنوبي,فيتنام تحتج علا مناورات عسكريه صينيه فبحر الصين الجنوبي,فيتنام تحتج علا مناورات عسكريه صينيه فبحر الصين الجنوبي
1,translated,القبض علا ملك الكوكايين الإيطالي الهارب فأوروغواي,القبض علا ملك الكوكايين الايطالي الهارب فاوروغواي,القبض علا ملك الكوكايين الايطالي الهارب فاوروغواي
0,translated,تم إرسال مفتشين إضافيين ل محطات Floridas النووية قبل Irma NRC,تم ارسال مفتشين اضافيين ل محطات Floridas النوويه قبل Irma NRC,تم ارسال مفتشين اضافيين محطات Floridas النوويه قبل Irma NRC
1,translated,٣٠ الف فرصة عمل يجددها مشروع قناة السويس,٣٠ الف فرصه عمل يجددها مشروع قناه السويس,٣٠ الف فرصه عمل يجددها مشروع قناه السويس
0,manual,تقتل صحفهندي بالرصاص فدارو,تقتل صحفهندي بالرصاص فدارو,تقتل صحفهندي بالرصاص فدارو
1,youtube,الحمد لله الجزائر فالمونديال لي راح يدار فاول بلاد عربية,الحمد لله الجزائر فالمونديال لي راح يدار فاول بلاد عربيه,الحمد لله الجزائر فالمونديال راح يدار فاول بلاد عربيه
1,manual,البلاد اللولة فالسياحة هيا مصر,البلاد اللوله فالسياحه هيا مصر,البلاد اللوله فالسياحه مصر
1,manual,لاتفاقية تع هامبورغ تع التنوع لمناخي صرات فعام 1980,لاتفاقيه تع هامبورغ تع التنوع لمناخي صرات فعام 1980,لاتفاقيه هامبورغ التنوع لمناخي صرات فعام 1980
0,paraphrased,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الإلكترونية,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الالكترونيه,نجل المشرع الروسي يقر بالذنب فقضايا الجرائم الالكترونيه
0,translated,جيش سوريا يقاتل  باش يأمن ممر ل دير الزور,جيش سوريا يقاتل  باش يامن ممر ل دير الزور,جيش سوريا يقاتل يامن ممر دير الزور
1,manual,حتى مرة ما دارو جولات سياحية فالفضاء,حتي مره ما دارو جولات سياحيه فالفضاء,حتي مره دارو جولات سياحيه فالفضاء
1,translated,حصريًا للماريكان حجب ما يصل ل  مليون دولار كمساعدات لمصر,حصريا للماريكان حجب ما يصل ل  مليون دولار كمساعدات لمصر,حصريا للماريكان حجب يصل مليون دولار كمساعدات لمصر
1,paraphrased,كوريا الشمالية تحدر بزاف حزم الهدايا للماريكان,كوريا الشماليه تحدر بزاف حزم الهدايا للماريكان,كوريا الشماليه تحدر بزاف حزم الهدايا للماريكان
1,paraphrased,انخفاض لسعر الدولار قبل عبالاك اجتماع أوبك,انخفاض لسعر الدولار قبل عبالاك اجتماع اوبك,انخفاض لسعر الدولار قبل عبالاك اجتماع اوبك
0,manual, لبورة تع هونغ كونغ تخدمت فعام 1891, لبوره تع هونغ كونغ تخدمت فعام 1891,لبوره هونغ كونغ تخدمت فعام 1891
0,translated,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالأمريكي,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالامريكي,سقوط ضحايا فانفجار بمطار قرب كابول بلارميالامريكي
0,paraphrased,معركة لحديدة.. المبعوث الأممي يدير مباحثات فصنعاء مع استمرار القتال,معركه لحديده.. المبعوث الاممي يدير مباحثات فصنعاء مع استمرار القتال,معركه لحديده.. المبعوث الاممي يدير مباحثات فصنعاء استمرار القتال
1,paraphrased,ترامب قال لابل باش تقعد فالصين,ترامب قال لابل باش تقعد فالصين,ترامب لابل تقعد فالصين
1,manual,كتاشفو لهرمون تاع الكورتيكوتروبين  فعام 1954,كتاشفو لهرمون تاع الكورتيكوتروبين  فعام 1954,كتاشفو لهرمون الكورتيكوتروبين فعام 1954
1,translated,الأمراء البريطانيون يحيون ذكرى وفاة ديانا بزيارة الحديقة,الامراء البريطانيون يحيون ذكري وفاه ديانا بزياره الحديقه,الامراء البريطانيون يحيون ذكري وفاه ديانا بزياره الحديقه
1,youtube, مات الكوفيد خدم فيه ياسر وحتى المانيا لي مشا يداوي فيها ومانفعاتو, مات الكوفيد خدم فيه ياسر وحتي المانيا لي مشا يداوي فيها ومانفعاتو,مات الكوفيد خدم ياسر وحتي المانيا مشا يداوي ومانفعاتو
1,translated,ما سلكوش الناس من إرما فأوتيلات كبار ورحبوا بهم فجورجيا,ما سلكوش الناس من ارما فاوتيلات كبار ورحبوا بهم فجورجيا,سلكوش الناس ارما فاوتيلات كبار ورحبوا فجورجيا
0,youtube,اتقي الله فنفسك,اتقي الله فنفسك,اتقي الله فنفسك
0,paraphrased,ماكرون يتوقع بلي دوك يكون ضحايا مور لي ضرب إعصار إيرما أرض فرانسا,ماكرون يتوقع بلي دوك يكون ضحايا مور لي ضرب اعصار ايرما ارض فرانسا,ماكرون يتوقع بلي يكون ضحايا مور ضرب اعصار ايرما ارض فرانسا
0,paraphrased,لبنان حددت الهوية  تاع الجنود الي تقتلوا فأسر الدولة الإسلامية,لبنان حددت الهويه  تاع الجنود الي تقتلوا فاسر الدوله الاسلاميه,لبنان حددت الهويه الجنود تقتلوا فاسر الدوله الاسلاميه
1,translated,يقول حزب العمال البريطاني انو مايقدرش التصويت ل مشروع قانون الانسحاب الاتحاد الأوروبي ما لم يتم تعديله,يقول حزب العمال البريطاني انو مايقدرش التصويت ل مشروع قانون الانسحاب الاتحاد الاوروبي ما لم يتم تعديله,يقول حزب العمال البريطاني انو مايقدرش التصويت مشروع قانون الانسحاب الاتحاد الاوروبي يتم تعديله
0,manual, لكواطنين احتجو علا قانون لمساءلة فبوليفيا, لكواطنين احتجو علا قانون لمساءله فبوليفيا,لكواطنين احتجو علا قانون لمساءله فبوليفيا
0,translated,يقول ستولتنبرج بلي التهور نتاع كوريا الشمالية يدوموندي استجابة عالمية,يقول ستولتنبرج بلي التهور نتاع كوريا الشماليه يدوموندي استجابه عالميه,يقول ستولتنبرج بلي التهور نتاع كوريا الشماليه يدوموندي استجابه عالميه
0,manual, بداو يخدمو بلاشعة السينية فسبعينات ديال لقرن العشرين, بداو يخدمو بلاشعه السينيه فسبعينات ديال لقرن العشرين,بداو يخدمو بلاشعه السينيه فسبعينات ديال لقرن العشرين
0,paraphrased,القوات السورية قالت بلي راها سيطرت  على قاع الغوطة الشرقية ,القوات السوريه قالت بلي راها سيطرت  علي قاع الغوطه الشرقيه ,القوات السوريه قالت بلي راها سيطرت علي قاع الغوطه الشرقيه
0,translated,يقول المتمردون السوريون بليحلفاء الولايات المتحدة يضغطون من أجل الانسحاب من جنوب شرق سوريا,يقول المتمردون السوريون بليحلفاء الولايات المتحده يضغطون من اجل الانسحاب من جنوب شرق سوريا,يقول المتمردون السوريون بليحلفاء الولايات المتحده يضغطون اجل الانسحاب جنوب شرق سوريا
0,manual,إسرائيل طيحت طيارة مقاتلة سورية من نوع سوخوي فوق الجولان,اسرائيل طيحت طياره مقاتله سوريه من نوع سوخوي فوق الجولان,اسرائيل طيحت طياره مقاتله سوريه نوع سوخوي فوق الجولان
0,translated,بنسلرئاسة مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد,بنسلرئاسه مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد,بنسلرئاسه مجل س لشيوخ لتصويت مشروع قانون لضرائب ، مكتبه يؤكد
0,manual, النرويج هي اللولة اللي عالجت لعمى الشبكي, النرويج هي اللوله اللي عالجت لعمي الشبكي,النرويج اللوله اللي عالجت لعمي الشبكي
1,paraphrased,كاين ياسر الخدامين اليابان هبطو سن التقاعد الاختياري ,كاين ياسر الخدامين اليابان هبطو سن التقاعد الاختياري ,ياسر الخدامين اليابان هبطو سن التقاعد الاختياري
0,translated,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لإنفاق,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لانفاق,فاكتبوكس: لبنود لكبار فسونطر لكونغرس مشروع قانون لانفاق
0,translated,اللواطا الكهربائية خلات زوبعة فمحطات مصر,اللواطا الكهربائيه خلات زوبعه فمحطات مصر,اللواطا الكهربائيه خلات زوبعه فمحطات مصر
0,translated,المبعوث الأممي دار المباحثات فصنعاء مع استمرار الوضع الراهن,المبعوث الاممي دار المباحثات فصنعاء مع استمرار الوضع الراهن,المبعوث الاممي دار المباحثات فصنعاء استمرار الوضع الراهن
0,manual, جبال لهقار جايين فتاماراست, جبال لهقار جايين فتاماراست,جبال لهقار جايين فتاماراست
1,translated,الكرملين شاف بلي سوريا تهرب من الواقع والهجوم مكانش منو ,الكرملين شاف بلي سوريا تهرب من الواقع والهجوم مكانش منو ,الكرملين شاف بلي سوريا تهرب الواقع والهجوم منو
0,translated,يأمل الرئيس الأوكراني فالحصول علا أسلحة دفاعية من الحلفاء الغربيين,يامل الرئيس الاوكراني فالحصول علا اسلحه دفاعيه من الحلفاء الغربيين,يامل الرئيس الاوكراني فالحصول علا اسلحه دفاعيه الحلفاء الغربيين
0,translated,قتل إعصار إيرما خمسة كي كان  فجزيرة سانت مارتن,قتل اعصار ايرما خمسه كي كان  فجزيره سانت مارتن,قتل اعصار ايرما خمسه فجزيره سانت مارتن
0,paraphrased,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسلة,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسله,لجمهوريون يسعونلاستجواب مسؤول ي مكتب لتحقيقات لفدرلي فكل ينتون لتحقيق: رسله
1,youtube,نجم السباحة تاعنا خدا رقم قياسي جديد فالبطولة الدولية.,نجم السباحه تاعنا خدا رقم قياسي جديد فالبطوله الدوليه.,نجم السباحه تاعنا خدا رقم قياسي جديد فالبطوله الدوليه.
1,paraphrased,الثوارة تاع سوريا قالوا بلي حلفاء الماريكان ما يضغطوش على جال ينساحبوا من جنوب شرق سوريا,الثواره تاع سوريا قالوا بلي حلفاء الماريكان ما يضغطوش علي جال ينساحبوا من جنوب شرق سوريا,الثواره سوريا قالوا بلي حلفاء الماريكان يضغطوش علي جال ينساحبوا جنوب شرق سوريا
0,paraphrased,الفلبين راهي تسعى  باش تنقص  بزاف فميزانية إعادة تأهيل جماعة المخدرات وهذا الشي تسبب فمخاوف للمشرعين,الفلبين راهي تسعي  باش تنقص  بزاف فميزانيه اعاده تاهيل جماعه المخدرات وهذا الشي تسبب فمخاوف للمشرعين,الفلبين راهي تسعي تنقص بزاف فميزانيه اعاده تاهيل جماعه المخدرات وهذا الشي تسبب فمخاوف للمشرعين
0,manual,راهم اتفقوا باش يخرج جيش الإسلام من الغوطة فسوريا,راهم اتفقوا باش يخرج جيش الاسلام من الغوطه فسوريا,راهم اتفقوا يخرج جيش الاسلام الغوطه فسوريا
